Black,Blue,Brown,Green,Greenyellow,Magenta,Pink,Purple,Red,Tan,Turquoise,Yellow
,,,,,,,,,,Runx1t1,
,,,,,,,,,,Rusc2,
,,,,,,,,,,Rwdd1,
,,,,,,,,,,Rwdd4a,
,,,,,,,,,,Ryr2,
,,,,,,,,,,Ryr3,
,,,,,,,,,,S100a10,
,,,,,,,,,,S100pbp,
,,,,,,,,,,Sac3d1,
,,,,,,,,,,Sacs,
,,,,,,,,,,Sae1,
,,,,,,,,,,Safb,
,,,,,,,,,,Samd4b,
,,,,,,,,,,Samd8,
,,,,,,,,,,Samm50,
,,,,,,,,,,Sap18,
,,,,,,,,,,Sap18b,
,,,,,,,,,,Sap30l,
,,,,,,,,,,Sar1a,
,,,,,,,,,,Sar1b,
,,,,,,,,,,Saraf,
,,,,,,,,,,Sarm1,
,,,,,,,,,,Sarnp,
,,,,,,,,,,Sart1,
,,,,,,,,,,Sart3,
,,,,,,,,,,Satb1,
,,,,,,,,,,Satb2,
,,,,,,,,,,Saysd1,
,,,,,,,,,,Sbds,
,,,,,,,,,,Sbf1,
,,,,,,,,,,Sbk1,
,,,,,,,,,,Sbno1,
,,,,,,,,,,Sc5d,
,,,,,,,,,,Scaf1,
,,,,,,,,,,Scaf4,
,,,,,,,,,,Scaf8,
,,,,,,,,,,Scai,
,,,,,,,,,,Scamp1,
,,,,,,,,,,Scamp3,
,,,,,,,,,,Scand1,
,,,,,,,,,,Scap,
,,,,,,,,,,Scaper,
,,,,,,,,,,Scarb1,
,,,,,,,,,,Scfd2,
,,,,,,,,,,Scmh1,
,,,,,,,,,,Scn2a,
,,,,,,,,,,Scn3a,
,,,,,,,,,,Scn3b,
,,,,,,,,,,Scnm1,
,,,,,,,,,,Sco2,
,,,,,,,,,,Scrn3,
,,,,,,,,,,Scube1,
,,,,,,,,,,Scyl1,
,,,,,,,,,,Scyl2,
,,,,,,,,,,Scyl3,
,,,,,,,,,,Sdcbp,
,,,,,,,,,,Sdccag3,
,,,,,,,,,,Sde2,
,,,,,,,,,,Sdf2,
,,,,,,,,,,Sdf2l1,
,,,,,,,,,,Sdf4,
,,,,,,,,,,Sdhaf1,
,,,,,,,,,,Sdhaf2,
,,,,,,,,,,Sdhaf4,
,,,,,,,,,,Sdhd,
,,,,,,,,,,Sec11a,
,,,,,,,,,,Sec13,
,,,,,,,,,,Sec14l1,
,,,,,,,,,,Sec14l2,
,,,,,,,,,,Sec22b,
,,,,,,,,,,Sec22c,
,,,,,,,,,,Sec23a,
,,,,,,,,,,Sec23ip,
,,,,,,,,,,Sec24b,
,,,,,,,,,,Sec24c,
,,,,,,,,,,Sec31a,
,,,,,,,,,,Sec61a1,
,,,,,,,,,,Sec61a2,
,,,,,,,,,,Seh1l,
,,,,,,,,,,Selenoh,
,,,,,,,,,,Selenoi,
,,,,,,,,,,Selenok,
,,,,,,,,,,Selenoo,
,,,,,,,,,,Selenos,
,,,,,,,,,,Selenow,
,,,,,,,,,,Sem1,
,,,,,,,,,,Sema3a,
,,,,,,,,,,Sema3e,
,,,,,,,,,,Sema4a,
,,,,,,,,,,Sema4f,
,,,,,,,,,,Sema6b,
,,,,,,,,,,Senp2,
,,,,,,,,,,Senp3,
,,,,,,,,,,Sept11,
,,,,,,,,,,Sept3,
,,,,,,,,,,Sept9,
,,,,,,,,,,Serf1,
,,,,,,,,,,Serf2,
,,,,,,,,,,Serp1,
,,,,,,,,,,Serp2,
,,,,,,,,,,Serpinb6a,
,,,,,,,,,,Serpini1,
,,,,,,,,,,Sertad4,
,,,,,,,,,,Sertm1,
,,,,,,,,,,Sesn1,
,,,,,,,,,,Sestd1,
,,,,,,,,,,Setbp1,
,,,,,,,,,,Setd1a,
,,,,,,,,,,Setd2,
,,,,,,,,,,Setd3,
,,,,,,,,,,Setdb1,
,,,,,,,,,,Setx,
,,,,,,,,,,Sez6l,
,,,,,,,,,,Sf1,
,,,,,,,,,,Sf3a1,
,,,,,,,,,,Sf3a2,
,,,,,,,,,,Sf3a3,
,,,,,,,,,,Sf3b1,
,,,,,,,,,,Sf3b3,
,,,,,,,,,,Sf3b4,
,,,,,,,,,,Sf3b5,
,,,,,,,,,,Sf3b6,
,,,,,,,,,,Sfmbt1,
,,,,,,,,,,Sfpq,
,,,,,,,,,,Sfr1,
,,,,,,,,,,Sfxn1,
,,,,,,,,,,Sfxn3,
,,,,,,,,,,Sgcb,
,,,,,,,,,,Sgip1,
,,,,,,,,,,Sgk1,
,,,,,,,,,,Sgpp1,
,,,,,,,,,,Sgsm1,
,,,,,,,,,,Sgsm2,
,,,,,,,,,,Sgsm3,
,,,,,,,,,,Sgta,
,,,,,,,,,,Sh2b1,
,,,,,,,,,,Sh2d5,
,,,,,,,,,,Sh3bgrl,
,,,,,,,,,,Sh3bgrl3,
,,,,,,,,,,Sh3bp1,
,,,,,,,,,,Sh3bp5,
,,,,,,,,,,Sh3bp5l,
,,,,,,,,,,Sh3gl1,
,,,,,,,,,,Sh3glb2,
,,,,,,,,,,Sh3rf1,
,,,,,,,,,,Shank2,
,,,,,,,,,,Shf,
,,,,,,,,,,Shisa4,
,,,,,,,,,,Shisa5,
,,,,,,,,,,Shisa6,
,,,,,,,,,,Shisa7,
,,,,,,,,,,Shisa9,
,,,,,,,,,,Shoc2,
,,,,,,,,,,Shroom2,
,,,,,,,,,,Sidt1,
,,,,,,,,,,Sidt2,
,,,,,,,,,,Sigmar1,
,,,,,,,,,,Sike1,
,,,,,,,,,,Sin3b,
,,,,,,,,,,Sipa1l1,
,,,,,,,,,,Sipa1l3,
,,,,,,,,,,Sirpa,
,,,,,,,,,,Sirt3,
,,,,,,,,,,Sirt7,
,,,,,,,,,,Siva1,
,,,,,,,,,,Ski,
,,,,,,,,,,Skil,
,,,,,,,,,,Skiv2l2,
,,,,,,,,,,Slbp,
,,,,,,,,,,Slc12a6,
,,,,,,,,,,Slc16a2,
,,,,,,,,,,Slc16a7,
,,,,,,,,,,Slc17a7,
,,,,,,,,,,Slc18b1,
,,,,,,,,,,Slc1a1,
,,,,,,,,,,Slc1a4,
,,,,,,,,,,Slc23a2,
,,,,,,,,,,Slc24a3,
,,,,,,,,,,Slc25a1,
,,,,,,,,,,Slc25a11,
,,,,,,,,,,Slc25a14,
,,,,,,,,,,Slc25a16,
,,,,,,,,,,Slc25a17,
,,,,,,,,,,Slc25a19,
,,,,,,,,,,Slc25a22,
,,,,,,,,,,Slc25a23,
,,,,,,,,,,Slc25a26,
,,,,,,,,,,Slc25a36,
,,,,,,,,,,Slc25a44,
,,,,,,,,,,Slc25a51,
,,,,,,,,,,Slc27a4,
,,,,,,,,,,Slc2a13,
,,,,,,,,,,Slc2a3,
,,,,,,,,,,Slc30a3,
,,,,,,,,,,Slc30a5,
,,,,,,,,,,Slc33a1,
,,,,,,,,,,Slc35a1,
,,,,,,,,,,Slc35a2,
,,,,,,,,,,Slc35a4,
,,,,,,,,,,Slc35b1,
,,,,,,,,,,Slc35b4,
,,,,,,,,,,Slc35c2,
,,,,,,,,,,Slc35e2,
,,,,,,,,,,Slc35f1,
,,,,,,,,,,Slc35f6,
,,,,,,,,,,Slc36a4,
,,,,,,,,,,Slc37a3,
,,,,,,,,,,Slc37a4,
,,,,,,,,,,Slc38a7,
,,,,,,,,,,Slc39a10,
,,,,,,,,,,Slc39a3,
,,,,,,,,,,Slc39a6,
,,,,,,,,,,Slc39a9,
,,,,,,,,,,Slc3a2,
,,,,,,,,,,Slc41a2,
,,,,,,,,,,Slc45a4,
,,,,,,,,,,Slc4a10,
,,,,,,,,,,Slc4a1ap,
,,,,,,,,,,Slc4a3,
,,,,,,,,,,Slc4a7,
,,,,,,,,,,Slc4a8,
,,,,,,,,,,Slc50a1,
,,,,,,,,,,Slc5a3,
,,,,,,,,,,Slc6a15,
,,,,,,,,,,Slc6a6,
,,,,,,,,,,Slc7a1,
,,,,,,,,,,Slc7a14,
,,,,,,,,,,Slc7a4,
,,,,,,,,,,Slc7a5,
,,,,,,,,,,Slc7a8,
,,,,,,,,,,Slc8a2,
,,,,,,,,,,Slc9a5,
,,,,,,,,,,Slc9a6,
,,,,,,,,,,Slirp,
,,,,,,,,,,Slit1,
,,,,,,,,,,Slit2,
,,,,,,,,,,Slitrk1,
,,,,,,,,,,Slitrk2,
,,,,,,,,,,Slitrk3,
,,,,,,,,,,Slitrk4,
,,,,,,,,,,Slitrk5,
,,,,,,,,,,Slk,
,,,,,,,,,,Slmap,
,,,,,,,,,,Smad2,
,,,,,,,,,,Smad3,
,,,,,,,,,,Smad4,
,,,,,,,,,,Smap1,
,,,,,,,,,,Smap2,
,,,,,,,,,,Smarca2,
,,,,,,,,,,Smarca4,
,,,,,,,,,,Smarcb1,
,,,,,,,,,,Smarcc1,
,,,,,,,,,,Smarcc2,
,,,,,,,,,,Smarcd1,
,,,,,,,,,,Smarce1,
,,,,,,,,,,Smc1a,
,,,,,,,,,,Smc5,
,,,,,,,,,,Smchd1,
,,,,,,,,,,Smcr8,
,,,,,,,,,,Smg5,
,,,,,,,,,,Smg7,
,,,,,,,,,,Smim10l2a,
,,,,,,,,,,Smim14,
,,,,,,,,,,Smim15,
,,,,,,,,,,Smim18,
,,,,,,,,,,Smim4,
,,,,,,,,,,Smim7,
,,,,,,,,,,Smim8,
,,,,,,,,,,Smn1,
,,,,,,,,,,Smndc1,
,,,,,,,,,,Smpd3,
,,,,,,,,,,Smpd4,
,,,,,,,,,,Sms,
,,,,,,,,,,Smu1,
,,,,,,,,,,Smyd2,
,,,,,,,,,,Smyd3,
,,,,,,,,,,Smyd4,
,,,,,,,,,,Smyd5,
,,,,,,,,,,Snap25,
,,,,,,,,,,Snapc1,
,,,,,,,,,,Snapc2,
,,,,,,,,,,Snapc3,
,,,,,,,,,,Snapc5,
,,,,,,,,,,Snca,
,,,,,,,,,,Snd1,
,,,,,,,,,,Snf8,
,,,,,,,,,,Snhg1,
,,,,,,,,,,Snhg12,
,,,,,,,,,,Snhg6,
,,,,,,,,,,Snhg8,
,,,,,,,,,,Snn,
,,,,,,,,,,Snph,
,,,,,,,,,,Snrnp200,
,,,,,,,,,,Snrnp25,
,,,,,,,,,,Snrnp27,
,,,,,,,,,,Snrnp40,
,,,,,,,,,,Snrpa1,
,,,,,,,,,,Snrpb,
,,,,,,,,,,Snrpb2,
,,,,,,,,,,Snrpc,
,,,,,,,,,,Snrpd1,
,,,,,,,,,,Snrpd2,
,,,,,,,,,,Snrpd3,
,,,,,,,,,,Snrpf,
,,,,,,,,,,Snrpg,
,,,,,,,,,,Snw1,
,,,,,,,,,,Snx11,
,,,,,,,,,,Snx12,
,,,,,,,,,,Snx13,
,,,,,,,,,,Snx14,
,,,,,,,,,,Snx15,
,,,,,,,,,,Snx16,
,,,,,,,,,,Snx17,
,,,,,,,,,,Snx19,
,,,,,,,,,,Snx2,
,,,,,,,,,,Snx25,
,,,,,,,,,,Snx3,
,,,,,,,,,,Snx32,
,,,,,,,,,,Snx4,
,,,,,,,,,,Sobp,
,,,,,,,,,,Socs5,
,,,,,,,,,,Socs7,
,,,,,,,,,,Sod2,
,,,,,,,,,,Soga3,
,,,,,,,,,,Sorbs2,
,,,,,,,,,,Sorcs2,
,,,,,,,,,,Sorl1,
,,,,,,,,,,Sos1,
,,,,,,,,,,Sowaha,
,,,,,,,,,,Sox11,
,,,,,,,,,,Sox4,
,,,,,,,,,,Spag7,
,,,,,,,,,,Spast,
,,,,,,,,,,Spata2,
,,,,,,,,,,Spata2l,
,,,,,,,,,,Spats2,
,,,,,,,,,,Spcs2,
,,,,,,,,,,Spcs3,
,,,,,,,,,,Speg,
,,,,,,,,,,Sphk2,
,,,,,,,,,,Sphkap,
,,,,,,,,,,Spin1,
,,,,,,,,,,Spink8,
,,,,,,,,,,Spint2,
,,,,,,,,,,Spire1,
,,,,,,,,,,Spns1,
,,,,,,,,,,Spns2,
,,,,,,,,,,Spop,
,,,,,,,,,,Sppl2a,
,,,,,,,,,,Sppl2b,
,,,,,,,,,,Spr,
,,,,,,,,,,Spred1,
,,,,,,,,,,Spred2,
,,,,,,,,,,Sprn,
,,,,,,,,,,Spry2,
,,,,,,,,,,Spryd3,
,,,,,,,,,,Spryd7,
,,,,,,,,,,Sptan1,
,,,,,,,,,,Sptb,
,,,,,,,,,,Sptbn2,
,,,,,,,,,,Sptbn4,
,,,,,,,,,,Sptlc1,
,,,,,,,,,,Sqle,
,,,,,,,,,,Sra1,
,,,,,,,,,,Src,
,,,,,,,,,,Srcin1,
,,,,,,,,,,Srd5a3,
,,,,,,,,,,Srebf2,
,,,,,,,,,,Srek1ip1,
,,,,,,,,,,Srf,
,,,,,,,,,,Srgap2,
,,,,,,,,,,Srgap3,
,,,,,,,,,,Srm,
,,,,,,,,,,Srp14,
,,,,,,,,,,Srp19,
,,,,,,,,,,Srp54a.1,
,,,,,,,,,,Srp54b,
,,,,,,,,,,Srp68,
,,,,,,,,,,Srp72,
,,,,,,,,,,Srp9,
,,,,,,,,,,Srpk1,
,,,,,,,,,,Srprb,
,,,,,,,,,,Srr,
,,,,,,,,,,Srrd,
,,,,,,,,,,Srrm1,
,,,,,,,,,,Srrm3,
,,,,,,,,,,Srrm4,
,,,,,,,,,,Srrt,
,,,,,,,,,,Srsf1,
,,,,,,,,,,Srsf10,
,,,,,,,,,,Srsf11,
,,,,,,,,,,Srsf12,
,,,,,,,,,,Srsf2,
,,,,,,,,,,Srsf3,
,,,,,,,,,,Srsf4,
,,,,,,,,,,Srsf6,
,,,,,,,,,,Srsf7,
,,,,,,,,,,Srsf9,
,,,,,,,,,,Ss18l2,
,,,,,,,,,,Ssb,
,,,,,,,,,,Ssbp2,
,,,,,,,,,,Ssbp3,
,,,,,,,,,,Ssbp4,
,,,,,,,,,,Ssh2,
,,,,,,,,,,Ssna1,
,,,,,,,,,,Ssr1,
,,,,,,,,,,Ssr2,
,,,,,,,,,,Ssr3,
,,,,,,,,,,Ssr4,
,,,,,,,,,,Ssrp1,
,,,,,,,,,,Sssca1,
,,,,,,,,,,Sst,
,,,,,,,,,,Ssu72,
,,,,,,,,,,Ssx2ip,
,,,,,,,,,,St3gal2,
,,,,,,,,,,St3gal3,
,,,,,,,,,,St6galnac5,
,,,,,,,,,,St6galnac6,
,,,,,,,,,,St7l,
,,,,,,,,,,St8sia3,
,,,,,,,,,,St8sia5,
,,,,,,,,,,Stac2,
,,,,,,,,,,Stam,
,,,,,,,,,,Stambp,
,,,,,,,,,,Stard10,
,,,,,,,,,,Stard3nl,
,,,,,,,,,,Stard7,
,,,,,,,,,,Stard8,
,,,,,,,,,,Stau1,
,,,,,,,,,,Stau2,
,,,,,,,,,,Stim1,
,,,,,,,,,,Stim2,
,,,,,,,,,,Stip1,
,,,,,,,,,,Stk11,
,,,,,,,,,,Stk16,
,,,,,,,,,,Stk19,
,,,,,,,,,,Stk32c,
,,,,,,,,,,Stk38l,
,,,,,,,,,,Stk4,
,,,,,,,,,,Stoml1,
,,,,,,,,,,Stoml2,
,,,,,,,,,,Stradb,
,,,,,,,,,,Strap,
,,,,,,,,,,Strip1,
,,,,,,,,,,Strn,
,,,,,,,,,,Strn3,
,,,,,,,,,,Strn4,
,,,,,,,,,,Stum,
,,,,,,,,,,Stx12,
,,,,,,,,,,Stx18,
,,,,,,,,,,Stx1a,
,,,,,,,,,,Stx5a,
,,,,,,,,,,Stx6,
,,,,,,,,,,Stx7,
,,,,,,,,,,Stx8,
,,,,,,,,,,Stxbp5,
,,,,,,,,,,Stxbp6,
,,,,,,,,,,Sub1,
,,,,,,,,,,Suco,
,,,,,,,,,,Suds3,
,,,,,,,,,,Sugp1,
,,,,,,,,,,Sugp2,
,,,,,,,,,,Sugt1,
,,,,,,,,,,Sulf2,
,,,,,,,,,,Sumf1,
,,,,,,,,,,Sumo1,
,,,,,,,,,,Sumo2,
,,,,,,,,,,Sumo3,
,,,,,,,,,,Sun1,
,,,,,,,,,,Supt20,
,,,,,,,,,,Supt4a,
,,,,,,,,,,Supt5,
,,,,,,,,,,Supt6,
,,,,,,,,,,Surf1,
,,,,,,,,,,Surf2,
,,,,,,,,,,Surf4,
,,,,,,,,,,Susd4,
,,,,,,,,,,Susd6,
,,,,,,,,,,Suv39h1,
,,,,,,,,,,Sv2b,
,,,,,,,,,,Svbp,
,,,,,,,,,,Svop,
,,,,,,,,,,Syap1,
,,,,,,,,,,Sybu,
,,,,,,,,,,Sympk,
,,,,,,,,,,Syn2,
,,,,,,,,,,Syncrip,
,,,,,,,,,,Syngap1,
,,,,,,,,,,Synj2bp,
,,,,,,,,,,Synpo,
,,,,,,,,,,Synpr,
,,,,,,,,,,Syt1,
,,,,,,,,,,Syt12,
,,,,,,,,,,Syt16,
,,,,,,,,,,Syt5,
,,,,,,,,,,Sytl2,
,,,,,,,,,,Tab3,
,,,,,,,,,,Tacc2,
,,,,,,,,,,Tada1,
,,,,,,,,,,Tada2a,
,,,,,,,,,,Tada2b,
,,,,,,,,,,Tada3,
,,,,,,,,,,Taf10,
,,,,,,,,,,Taf11,
,,,,,,,,,,Taf12,
,,,,,,,,,,Taf15,
,,,,,,,,,,Taf1b,
,,,,,,,,,,Taf6,
,,,,,,,,,,Tanc2,
,,,,,,,,,,Taok2,
,,,,,,,,,,Taok3,
,,,,,,,,,,Tapt1,
,,,,,,,,,,Tardbp,
,,,,,,,,,,Tars,
,,,,,,,,,,Tarsl2,
,,,,,,,,,,Tasp1,
,,,,,,,,,,Tatdn2,
,,,,,,,,,,Taz,
,,,,,,,,,,Tbc1d10b,
,,,,,,,,,,Tbc1d13,
,,,,,,,,,,Tbc1d14,
,,,,,,,,,,Tbc1d17,
,,,,,,,,,,Tbc1d22a,
,,,,,,,,,,Tbc1d22b,
,,,,,,,,,,Tbc1d24,
,,,,,,,,,,Tbc1d30,
,,,,,,,,,,Tbc1d7,
,,,,,,,,,,Tbc1d9,
,,,,,,,,,,Tbca,
,,,,,,,,,,Tbcc,
,,,,,,,,,,Tbce,
,,,,,,,,,,Tbck,
,,,,,,,,,,Tbk1,
,,,,,,,,,,Tbl1x,
,,,,,,,,,,Tbl1xr1,
,,,,,,,,,,Tbl2,
,,,,,,,,,,Tbpl1,
,,,,,,,,,,Tbr1,
,,,,,,,,,,Tbrg1,
,,,,,,,,,,Tcaf1,
,,,,,,,,,,Tceal3,
,,,,,,,,,,Tceal5,
,,,,,,,,,,Tceal8,
,,,,,,,,,,Tceal9,
,,,,,,,,,,Tcerg1,
,,,,,,,,,,Tcf4,
,,,,,,,,,,Tctex1d2,
,,,,,,,,,,Tdg-ps,
,,,,,,,,,,Tdp2,
,,,,,,,,,,Tecpr1,
,,,,,,,,,,Tecpr2,
,,,,,,,,,,Tef,
,,,,,,,,,,Ten1,
,,,,,,,,,,Tenm4,
,,,,,,,,,,Terf2,
,,,,,,,,,,Terf2ip,
,,,,,,,,,,Tesc,
,,,,,,,,,,Tesk1,
,,,,,,,,,,Tex10,
,,,,,,,,,,Tex264,
,,,,,,,,,,Tfam,
,,,,,,,,,,Tfb2m,
,,,,,,,,,,Tfdp1,
,,,,,,,,,,Tfe3,
,,,,,,,,,,Tfg,
,,,,,,,,,,Tfip11,
,,,,,,,,,,Tfrc,
,,,,,,,,,,Tgfb2,
,,,,,,,,,,Tgfbrap1,
,,,,,,,,,,Tgs1,
,,,,,,,,,,Thap1,
,,,,,,,,,,Thap11,
,,,,,,,,,,Thap12,
,,,,,,,,,,Thap7,
,,,,,,,,,,Them4,
,,,,,,,,,,Thnsl1,
,,,,,,,,,,Thoc1,
,,,,,,,,,,Thoc3,
,,,,,,,,,,Thoc5,
,,,,,,,,,,Thoc7,
,,,,,,,,,,Thop1,
,,,,,,,,,,Thra,
,,,,,,,,,,Thrap3,
,,,,,,,,,,Thrb,
,,,,,,,,,,Thrsp,
,,,,,,,,,,Thtpa,
,,,,,,,,,,Thumpd1,
,,,,,,,,,,Thumpd3,
,,,,,,,,,,Thyn1,
,,,,,,,,,,Tial1,
,,,,,,,,,,Tiam1,
,,,,,,,,,,Tiam2,
,,,,,,,,,,Tigar,
,,,,,,,,,,Tigd2,
,,,,,,,,,,Timm10,
,,,,,,,,,,Timm13,
,,,,,,,,,,Timm17a,
,,,,,,,,,,Timm29,
,,,,,,,,,,Timm44,
,,,,,,,,,,Timm8b,
,,,,,,,,,,Timm9,
,,,,,,,,,,Tiprl,
,,,,,,,,,,Tlk1,
,,,,,,,,,,Tlk2,
,,,,,,,,,,Tln2,
,,,,,,,,,,Tm2d1,
,,,,,,,,,,Tm2d2,
,,,,,,,,,,Tm9sf2,
,,,,,,,,,,Tm9sf4,
,,,,,,,,,,Tma7,
,,,,,,,,,,Tma7-ps,
,,,,,,,,,,Tmbim4,
,,,,,,,,,,Tmcc1,
,,,,,,,,,,Tmco1,
,,,,,,,,,,Tmco3,
,,,,,,,,,,Tmed2,
,,,,,,,,,,Tmed4,
,,,,,,,,,,Tmed8,
,,,,,,,,,,Tmed9,
,,,,,,,,,,Tmeff1,
,,,,,,,,,,Tmem101,
,,,,,,,,,,Tmem106b,
,,,,,,,,,,Tmem106c,
,,,,,,,,,,Tmem108,
,,,,,,,,,,Tmem109,
,,,,,,,,,,Tmem11,
,,,,,,,,,,Tmem115,
,,,,,,,,,,Tmem120a,
,,,,,,,,,,Tmem121,
,,,,,,,,,,Tmem126a,
,,,,,,,,,,Tmem127,
,,,,,,,,,,Tmem128,
,,,,,,,,,,Tmem131,
,,,,,,,,,,Tmem132a,
,,,,,,,,,,Tmem132b,
,,,,,,,,,,Tmem135,
,,,,,,,,,,Tmem14a,
,,,,,,,,,,Tmem150c,
,,,,,,,,,,Tmem151b,
,,,,,,,,,,Tmem158,
,,,,,,,,,,Tmem160,
,,,,,,,,,,Tmem161b,
,,,,,,,,,,Tmem165,
,,,,,,,,,,Tmem167,
,,,,,,,,,,Tmem167b,
,,,,,,,,,,Tmem169,
,,,,,,,,,,Tmem170b,
,,,,,,,,,,Tmem178,
,,,,,,,,,,Tmem178b,
,,,,,,,,,,Tmem179,
,,,,,,,,,,Tmem181a,
,,,,,,,,,,Tmem181b-ps,
,,,,,,,,,,Tmem183a,
,,,,,,,,,,Tmem184b,
,,,,,,,,,,Tmem19,
,,,,,,,,,,Tmem191c,
,,,,,,,,,,Tmem198,
,,,,,,,,,,Tmem199,
,,,,,,,,,,Tmem200a,
,,,,,,,,,,Tmem205,
,,,,,,,,,,Tmem214,
,,,,,,,,,,Tmem218,
,,,,,,,,,,Tmem222,
,,,,,,,,,,Tmem230,
,,,,,,,,,,Tmem234,
,,,,,,,,,,Tmem242,
,,,,,,,,,,Tmem248,
,,,,,,,,,,Tmem251,
,,,,,,,,,,Tmem254b,
,,,,,,,,,,Tmem254c,
,,,,,,,,,,Tmem258,
,,,,,,,,,,Tmem259,
,,,,,,,,,,Tmem261,
,,,,,,,,,,Tmem263,
,,,,,,,,,,Tmem30a,
,,,,,,,,,,Tmem33,
,,,,,,,,,,Tmem35a,
,,,,,,,,,,Tmem38a,
,,,,,,,,,,Tmem42,
,,,,,,,,,,Tmem50a,
,,,,,,,,,,Tmem55a,
,,,,,,,,,,Tmem55b,
,,,,,,,,,,Tmem56,
,,,,,,,,,,Tmem57,
,,,,,,,,,,Tmem62,
,,,,,,,,,,Tmem63b,
,,,,,,,,,,Tmem64,
,,,,,,,,,,Tmem65,
,,,,,,,,,,Tmem68,
,,,,,,,,,,Tmem70,
,,,,,,,,,,Tmem87b,
,,,,,,,,,,Tmem8b,
,,,,,,,,,,Tmem9,
,,,,,,,,,,Tmem94,
,,,,,,,,,,Tmod1,
,,,,,,,,,,Tmsb4x,
,,,,,,,,,,Tmtc1,
,,,,,,,,,,Tmub1,
,,,,,,,,,,Tmub2,
,,,,,,,,,,Tmx1,
,,,,,,,,,,Tnfaip1,
,,,,,,,,,,Tnfrsf21,
,,,,,,,,,,Tnik,
,,,,,,,,,,Tnk2,
,,,,,,,,,,Tnks,
,,,,,,,,,,Tnks1bp1,
,,,,,,,,,,Tnks2,
,,,,,,,,,,Tnpo2,
,,,,,,,,,,Tnpo3,
,,,,,,,,,,Tnr,
,,,,,,,,,,Tnrc18,
,,,,,,,,,,Tnrc6c,
,,,,,,,,,,Tollip,
,,,,,,,,,,Tomm22,
,,,,,,,,,,Tomm34,
,,,,,,,,,,Tomm40,
,,,,,,,,,,Tomm40l,
,,,,,,,,,,Tomm7,
,,,,,,,,,,Tomm70a,
,,,,,,,,,,Tonsl,
,,,,,,,,,,Top1,
,,,,,,,,,,Top2b,
,,,,,,,,,,Top3b,
,,,,,,,,,,Topors,
,,,,,,,,,,Tor1a,
,,,,,,,,,,Tor1aip2,
,,,,,,,,,,Tor1b,
,,,,,,,,,,Tor2a,
,,,,,,,,,,Tox,
,,,,,,,,,,Tox4,
,,,,,,,,,,Tpd52,
,,,,,,,,,,Tpd52l2,
,,,,,,,,,,Tpgs1,
,,,,,,,,,,Tpgs2,
,,,,,,,,,,Tpm1,
,,,,,,,,,,Tpm3,
,,,,,,,,,,Tpm3-rs7,
,,,,,,,,,,Tpp2,
,,,,,,,,,,Tpst2,
,,,,,,,,,,Tra2b,
,,,,,,,,,,Traf3,
,,,,,,,,,,Traf7,
,,,,,,,,,,Trafd1,
,,,,,,,,,,Trak1,
,,,,,,,,,,Trak2,
,,,,,,,,,,Trank1,
,,,,,,,,,,Trap1,
,,,,,,,,,,Trappc1,
,,,,,,,,,,Trappc10,
,,,,,,,,,,Trappc11,
,,,,,,,,,,Trappc12,
,,,,,,,,,,Trappc13,
,,,,,,,,,,Trappc2,
,,,,,,,,,,Trappc2l,
,,,,,,,,,,Trappc3,
,,,,,,,,,,Trappc4,
,,,,,,,,,,Trappc5,
,,,,,,,,,,Trappc6b,
,,,,,,,,,,Trappc9,
,,,,,,,,,,Trerf1,
,,,,,,,,,,Trhde,
,,,,,,,,,,Triap1,
,,,,,,,,,,Trib2,
,,,,,,,,,,Trim2,
,,,,,,,,,,Trim23,
,,,,,,,,,,Trim27,
,,,,,,,,,,Trim28,
,,,,,,,,,,Trim33,
,,,,,,,,,,Trim35,
,,,,,,,,,,Trim41,
,,,,,,,,,,Trim44,
,,,,,,,,,,Trim46,
,,,,,,,,,,Trim9,
,,,,,,,,,,Trio,
,,,,,,,,,,Triqk,
,,,,,,,,,,Trmt1,
,,,,,,,,,,Trmt112,
,,,,,,,,,,Trmt2a,
,,,,,,,,,,Trmt6,
,,,,,,,,,,Trnt1,
,,,,,,,,,,Tro,
,,,,,,,,,,Trp53bp1,
,,,,,,,,,,Trp53i11,
,,,,,,,,,,Trpc1,
,,,,,,,,,,Trpc4ap,
,,,,,,,,,,Trrap,
,,,,,,,,,,Trub1,
,,,,,,,,,,Tsc2,
,,,,,,,,,,Tsc22d1,
,,,,,,,,,,Tsc22d2,
,,,,,,,,,,Tsen2,
,,,,,,,,,,Tsen34,
,,,,,,,,,,Tsfm,
,,,,,,,,,,Tsg101,
,,,,,,,,,,Tshz3,
,,,,,,,,,,Tsnax,
,,,,,,,,,,Tspan13,
,,,,,,,,,,Tspan14,
,,,,,,,,,,Tspan31,
,,,,,,,,,,Tspan5,
,,,,,,,,,,Tspan6,
,,,,,,,,,,Tspan7,
,,,,,,,,,,Tspoap1,
,,,,,,,,,,Tspyl3,
,,,,,,,,,,Tspyl5,
,,,,,,,,,,Tsr1,
,,,,,,,,,,Tsr2,
,,,,,,,,,,Tsr3,
,,,,,,,,,,Tssc1,
,,,,,,,,,,Tsta3,
,,,,,,,,,,Ttbk1,
,,,,,,,,,,Ttc13,
,,,,,,,,,,Ttc17,
,,,,,,,,,,Ttc19,
,,,,,,,,,,Ttc27,
,,,,,,,,,,Ttc33,
,,,,,,,,,,Ttc39b,
,,,,,,,,,,Ttc39c,
,,,,,,,,,,Ttc7b,
